segment,timeline,survival_prob,ci_lower,ci_upper
60_C,30.0,0.7694208772062728,0.7668687140294224,0.7719494297361986
60_C,31.0,0.7652545261722598,0.7626865824527107,0.7677990937314084
60_C,32.0,0.7611449890159834,0.7585618168019568,0.7637050165125614
60_C,33.0,0.7572911143095219,0.7546939596457388,0.7598653414403574
60_C,34.0,0.7540716612377852,0.7514630440127493,0.7566575324663644
60_C,35.0,0.7509563669418983,0.7483368443670335,0.7535533192749359
60_C,36.0,0.7479736383607312,0.7453438441024289,0.7505810307376699
60_C,37.0,0.7453317930459823,0.7426930379720054,0.7479482954275165
60_C,38.0,0.7428509203848193,0.7402038664023908,0.7454758618332644
60_C,39.0,0.7407961518066812,0.7381423085198701,0.7434279986890956
60_C,40.0,0.7388834179228856,0.736223322659272,0.7415216249204037
60_C,41.0,0.7372547534277709,0.7345893860377066,0.739898324657445
60_C,42.0,0.7358344064843579,0.7331644796219722,0.738482617531851
60_C,43.0,0.7345182183167946,0.731844098038575,0.7371706972509295
60_C,44.0,0.7331830921899853,0.7305047491562129,0.7358398694390677
60_C,45.0,0.7319994697371409,0.7293174091119831,0.734660031577297
60_C,46.0,0.7310525717748666,0.7283675545890426,0.7337161437852139
60_C,47.0,0.7300204529959862,0.7273322308242178,0.732687288436578
60_C,48.0,0.7292250587076741,0.7265343791690598,0.7318943965618282
60_C,49.0,0.7284201954397398,0.7257270403489425,0.7310920544353414
60_C,50.0,0.7277857738050147,0.7250906752236793,0.7304596122306793
60_C,51.0,0.7272839178850088,0.7245872867927872,0.7299593172541206
60_C,52.0,0.7267347170668897,0.7240364138147101,0.7294118197136624
60_C,53.0,0.7263180819634878,0.723618513605371,0.7289964733247024
60_C,54.0,0.7260150746155598,0.7233145880359608,0.7286944013691474
60_C,55.0,0.7257594121657458,0.7230581520508484,0.7284395269432717
60_C,56.0,0.7254658737974395,0.7227637269184118,0.7281468919749925
60_C,57.0,0.7251912733883804,0.7224882982794049,0.7278731353592607
60_C,58.0,0.724982955836679,0.7222793532680699,0.727665457074389
60_C,59.0,0.7248787970608285,0.7221748810381065,0.7275616176564095
60_C,60.0,0.72470835542762,0.7220039268762369,0.7273916982127873
60_D,0.0,1.0,1.0,1.0
60_D,1.0,0.9972388218973426,0.9968364882304833,0.9975900488613891
60_D,2.0,0.9921833315547971,0.9915269243991301,0.9927890720969176
60_D,3.0,0.9838331021235724,0.9829048589044144,0.9847113358584525
60_D,4.0,0.9737087824138299,0.9725384993036458,0.9748298412797747
60_D,5.0,0.9611967772916442,0.9597899280968636,0.9625553701728344
60_D,6.0,0.9483246185038962,0.9467161277760432,0.9498858488349683
60_D,7.0,0.9343853377441047,0.932589614142581,0.9361348805362983
60_D,8.0,0.9208328886991791,0.9188774276291987,0.9227432200450003
60_D,9.0,0.9064267420766192,0.9043198584044546,0.9084896150861984
60_D,10.0,0.8920205954540602,0.889777421642226,0.8942208796056833
60_D,11.0,0.876854124426422,0.874480917583355,0.8791856239718056
60_D,12.0,0.8621145021875999,0.8596260975270281,0.8645623508766023
60_D,13.0,0.8486420872905778,0.8460567414457479,0.8511879315019892
60_D,14.0,0.8354898089851668,0.8328166511312596,0.8381244963814966
60_D,15.0,0.8223775477537091,0.8196229027950279,0.825094752203312
60_D,16.0,0.8109593426528662,0.8081382500328359,0.8137438932392532
60_D,17.0,0.8000746985380435,0.7971938893127566,0.8029198236328702
60_D,18.0,0.7896835983352907,0.7867488777052994,0.7925834551522328
60_D,19.0,0.7793325152064888,0.7763469313264588,0.782284053734926
60_D,20.0,0.7694216198911533,0.7663898587007475,0.7724201206295362
60_D,21.0,0.7598041831181309,0.7567298631035478,0.7628460055263174
60_D,22.0,0.7510671219720416,0.7479559826683758,0.7541464577171105
60_D,23.0,0.7415297193469212,0.7383803159872957,0.7446480779164929
60_D,24.0,0.7326859460036282,0.7295027973108976,0.7358387545785631
60_D,25.0,0.7248425995091247,0.7216308761722181,0.7280246085775723
60_D,26.0,0.717132643261125,0.713894036586336,0.7203421517036197
60_D,27.0,0.7103297406893607,0.707068381695049,0.713562545707385
60_D,28.0,0.704073738128268,0.700792239884364,0.7073271834813948
60_D,29.0,0.6987114502187605,0.695413276654208,0.7019820008452449
60_D,30.0,0.6934158574325052,0.6901017390453034,0.6967027779001518
60_D,31.0,0.6884804183118137,0.6851519007873221,0.6917821344038829
60_D,32.0,0.6836783694376269,0.6803362633954452,0.6869940601689943
60_D,33.0,0.6788763205634413,0.6755210364971658,0.6822055757898008
60_D,34.0,0.6748079180450334,0.6714417868285283,0.6781483481244805
60_D,35.0,0.6706328033294203,0.6672558401292848,0.6739844019567741
60_D,36.0,0.6672313520435386,0.6638457864194517,0.6705918274934637
60_D,37.0,0.6641500373492689,0.6607568498919885,0.6675183833622292
