fpr,tpr,split
0.9954452342518384,0.9993694200843143,train
1.0,1.0,train
0.0,0.0,test
0.001061718940369687,0.010623359770682626,test
0.001862359452779615,0.019392231486592488,test
0.002558568594005639,0.026723027609114592,test
0.0035332613917220734,0.03338078498590977,test
0.0044557385038465555,0.03937034562234295,test
0.005430431301562989,0.04501612387786526,test
0.006474745013402026,0.052211343850168984,test
0.007484248268179761,0.058462372776309036,test
0.0086329933512027,0.06403552095135721,test
0.00971211752010304,0.07020423578629326,test
0.010721620774880774,0.07612600834761725,test
0.011939986772026318,0.08292902588536068,test
0.012949490026804051,0.08828912582435142,test
0.014150450795418944,0.09349428159166401,test
0.015177359278727329,0.09829270890832147,test
0.016482751418526124,0.10378838499753058,test
0.01775333310126362,0.10985541771980284,test
0.01914575138371567,0.11477973717594879,test
0.020416333066453164,0.12007689104519528,test
0.021686914749190656,0.1249043703940424,test
0.023114143488704008,0.1303177323920475,test
0.024454346085564103,0.13531952393403252,test
0.025864169596546804,0.13957080464445154,test
0.027152156507814947,0.1455555232755198,test
0.028614195704389597,0.15014090235611982,test
0.03004142444390295,0.15473596544744972,test
0.03141643749782435,0.15956344479629683,test
0.03286107146586835,0.16445871222025313,test
0.034323110662443,0.1697171300465801,test
0.035767744630487,0.17438482321838414,test
0.0371775681414697,0.17832621558544687,test
0.03860479688098305,0.18312948490746928,test
0.04004943084902705,0.187322661553509,test
0.041424443902948443,0.19081374742163215,test
0.042921293556584396,0.19476966580478972,test
0.04441814321022035,0.19830432972119733,test
0.0459498033209176,0.20178088957322565,test
0.047429247746022904,0.20611932638021363,test
0.0488390712570056,0.21046260519256654,test
0.05044035228182546,0.21376001084609203,test
0.05204163330664532,0.2183405479213271,test
0.05339924113203606,0.2221366801274416,test
0.054913496014202666,0.22626691070373706,test
0.05641034566783862,0.22987904670598375,test
0.05790719532147457,0.23349118270823044,test
0.059438855432171825,0.23713237074266677,test
0.06116197305670623,0.24059924658396523,test
0.06258920179621959,0.24467621510124632,test
0.06412086190691683,0.24772183647579482,test
0.06570473770320605,0.25142112857461046,test
0.0673060187280259,0.254960634496383,test
0.06897692066696835,0.2581902520747993,test
0.07064782260591082,0.2613278715512817,test
0.07217948271660807,0.26452359509214335,test
0.07371114282730533,0.26802920697636134,test
0.07527761339506388,0.2712830345816023,test
0.07687889441988373,0.2739461375323204,test
0.07849758067323424,0.2768900767942051,test
0.08011626692658474,0.2798727520990093,test
0.08180457409405785,0.2828021653447992,test
0.08340585511887771,0.28562021246719543,test
0.08493751522957496,0.28856899373444506,test
0.08638214919761897,0.29213755168840727,test
0.08805305113656142,0.2952170671005103,test
0.08961952170431997,0.2983982646252772,test
0.09120339750060918,0.3013954659461763,test
0.09278727329689838,0.30484781577137987,test
0.094301528179065,0.3079612252210375,test
0.09576356737563964,0.310759904321974,test
0.0973996588575208,0.3132971151332036,test
0.0989139137396874,0.31641052458286123,test
0.1004977895359766,0.31918983566233794,test
0.10201204441814321,0.322351665165645,test
0.10361332544296306,0.325189080309501,test
0.10516239078219097,0.32836059382353794,test
0.10679848226407213,0.33126579704250314,test
0.10845197897448393,0.3337933238430028,test
0.10998363908518119,0.33690673329266047,test
0.11148048873881714,0.33968120236677224,test
0.11302955407804505,0.342286201253111,test
0.11457861941727294,0.3449299361823693,test
0.11626692658474606,0.3476608272081965,test
0.11799004420928047,0.350038251842383,test
0.11959132523410032,0.3529434550613482,test
0.12126222717304279,0.35554361194232204,test
0.12275907682667873,0.3581728208554855,test
0.12427333170884533,0.361048972042261,test
0.1260138545619104,0.36386701916465725,test
0.1278065931005674,0.3664139139866167,test
0.12928603752567272,0.36907701693733475,test
0.1308002924078393,0.3719241160919206,test
