n_loans,total_exposure,total_ecl_stage1,total_ecl_stage2,coverage_stage1,coverage_stage2,avg_pd_default
1348059,19412303675.0,1281878736.383607,2503852986.3931255,0.06603434388029204,0.1289827847489165,0.19523587615010243
